"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"42","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Lower Columbia River Basin - mouth of Columbia River up to and including the Hood and White Salmon rivers","Locations are described in the attached spreadsheet","coho salmon","Lower Columbia River","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",200,6,"Lower Columbia River coho salmon"
"43","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Lower Columbia River Basin - mouth of Columbia River up to and including the Hood and White Salmon rivers","Locations are described in the attached spreadsheet","steelhead","Lower Columbia River","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",200,6,"Lower Columbia River steelhead"
"44","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Middle Columbia River Basin - Klickitat River/Deschutes River up to and including the Yakima River","Locations are described in the attached spreadsheet","steelhead","Middle Columbia River","Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",350,10,"Middle Columbia River steelhead"
"45","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Oregon Coast rivers and streams","Locations are described in the attached spreadsheet","coho salmon","Oregon Coast","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",50,2,"Oregon Coast coho salmon"
"46","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Oregon Coast rivers and streams","Locations are described in the attached spreadsheet","coho salmon","Southern Oregon/Northern California Coast","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",75,2,"Southern Oregon/Northern California Coast coho salmon"
"47","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Puget Sound basin rivers and streams","Locations are described in the attached spreadsheet","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",350,10,"Puget Sound Chinook salmon"
"48","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Puget Sound basin rivers and streams","Locations are described in the attached spreadsheet","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",350,10,"Puget Sound steelhead"
"49","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Snake River Basin rivers and streams","Locations are described in the attached spreadsheet","Chinook salmon","Snake River fall-run","Fall","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",300,9,"Snake River fall-run Chinook salmon"
"50","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Snake River Basin rivers and streams","Locations are described in the attached spreadsheet","sockeye salmon","Snake River","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Snake River sockeye salmon"
"51","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Snake River Basin rivers and streams","Locations are described in the attached spreadsheet","steelhead","Snake River Basin","Summer","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Snake River Basin steelhead"
"52","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Upper Columbia River basin - rivers and streams above (not including) the Yakima River","Locations are described in the attached spreadsheet","Chinook salmon","Upper Columbia River spring-run","Spring","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Upper Columbia River spring-run Chinook salmon"
"53","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Upper Columbia River basin - rivers and streams above (not including) the Yakima River","Locations are described in the attached spreadsheet","steelhead","Upper Columbia River","Summer","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Upper Columbia River steelhead"
"54","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Upper Willamette River Basin - rivers and streams from Willamette Falls upstream","Locations are described in the attached spreadsheet","Chinook salmon","Upper Willamette River","Spring","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",4,0,"Upper Willamette River Chinook salmon"
"55","15207-4R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Renew: Assess the condition of rivers and streams in randomly-selected river systems in Idaho, Oregon and Washington to monitor, research and develop field protocols for assessing large rivers and streams.","Jason","Adams","Amnis Opes Institute, LLC",99999999,"N/A","N/A","Upper Willamette River Basin - rivers and streams from Willamette Falls upstream","Locations are described in the attached spreadsheet","steelhead","Upper Willamette River","Winter","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",4,0,"Upper Willamette River steelhead"
"56","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","Chinook salmon","Sacramento River winter-run","Winter","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Sacramento River winter-run Chinook salmon"
"57","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Sacramento River winter-run Chinook salmon"
"58","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","coho salmon","Central California Coast","N/A","Listed Hatchery Intact Adipose","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Central California Coast coho salmon"
"59","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Central California Coast coho salmon"
"60","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","steelhead","Southern California","N/A","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Southern California steelhead"
"61","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Clearwater River","Clearwater River headwater tributaries","Chinook salmon","Snake River fall-run","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Snake River fall-run Chinook salmon"
"62","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Columbia River east of the Cascades","Columbia River headwater tributaries east of the cascades","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Snake River spring/summer-run Chinook salmon"
"63","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Columbia River east of the Cascades","Columbia River headwater tributaries east of the cascades","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Upper Columbia River steelhead"
